parameter,Estimate,Est.Error,Q2.5,Q97.5
"r_tna_trimmed[inoceramus.chicoensis,pocn_temp_scaled]",0.0037321702775452645,1.4283381972897833,-2.8734693361312855,2.9247245897646277
"r_tna_trimmed[arca.mcnairyensis,pocn_temp_scaled]",0.005036387891883977,1.4191597960933497,-2.6885942925364175,3.0510643930857273
"r_tna_trimmed[glycymeris.microsulci,pocn_temp_scaled]",0.033289594561557494,1.42325271531624,-2.779458787874827,2.942440464246343
"r_tna_trimmed[pecten.argillensis,pocn_temp_scaled]",0.01893190606598814,1.454594724256389,-2.9095748547376417,3.09489988895246
"r_tna_trimmed[lithophaga.conchafodentis,pocn_temp_scaled]",0.009227898456775106,1.4646799252559066,-2.821211229568693,2.974307581803693
"r_tna_trimmed[cardium.dumosum,pocn_temp_scaled]",-0.01595540665974037,1.455104166606308,-3.089330575688682,2.9054876171949178
"r_tna_trimmed[granocardium.tenuistriatum,pocn_temp_scaled]",0.003933684924175011,1.513002509174562,-2.948559911571909,2.9984700391373766
"r_tna_trimmed[protocardia.stantoni,pocn_temp_scaled]",0.045250623809388386,1.4831875798163117,-2.780559335525854,3.207967699431999
"r_tna_trimmed[corbula.crassiplica,pocn_temp_scaled]",-0.011159110398086569,1.4510339878912577,-2.970621996970447,2.905127222955568
"r_tna_trimmed[corbulamella.suffalciata,pocn_temp_scaled]",-0.00703252216076355,1.4453455352986027,-2.9074009701777577,2.8608416106020047
"r_tna_trimmed[clisocolus.moreauensis,pocn_temp_scaled]",0.015079509305208304,1.474684941290728,-2.984073700378887,2.9759474942438215
"r_tna_trimmed[granocardium.whitei,pocn_temp_scaled]",-0.014611694563290636,1.513623142520718,-3.034005826234178,2.9983621253263273
"r_tna_trimmed[laluzia.armini,pocn_temp_scaled]",0.013483412719223035,1.517553494532834,-2.8862358604952734,3.0979967342814474
"r_tna_trimmed[opis.rosarioensis,pocn_temp_scaled]",0.010246115630538342,1.4288194415982163,-2.9062222848710335,2.9987101354555605
"r_tna_trimmed[inoceramus.galoi,pocn_temp_scaled]",-0.01104040307062751,1.41726776320074,-2.970867107452516,2.989568616145504
"r_tna_trimmed[retroceramus.haasti,pocn_temp_scaled]",-0.010598574819514893,1.419509173163263,-3.0411173909488807,2.9758693058023717
"r_tna_trimmed[spisula.berryi,pocn_temp_scaled]",-0.004050059427796823,1.4179932291200634,-2.9340804676480907,2.875459781128585
"r_tna_trimmed[monopleura.falgasi,pocn_temp_scaled]",0.016496327877422525,1.452798393237216,-2.809973197623438,2.8178567038917204
"r_tna_trimmed[monopleura.figolina,pocn_temp_scaled]",0.013073645736162615,1.382952554159748,-2.7748494240534063,2.817187556905232
"r_tna_trimmed[biradiolites.osensis,pocn_temp_scaled]",0.015836819244831452,1.4154131565589445,-2.9172455096932968,2.9330214884339663
"r_tna_trimmed[biradiolites.lumbricalis,pocn_temp_scaled]",-0.012587680292199973,1.4381428425387743,-2.9671123390813015,2.857050770751372
"r_tna_trimmed[vaccinites.vesiculosus,pocn_temp_scaled]",-0.024098390528052387,1.4008271909502432,-2.921715252461925,2.7900206234083544
"r_tna_trimmed[biradiolites.fissicostatus,pocn_temp_scaled]",0.00392754837602815,1.397071993482673,-2.893432668632878,3.061504122309751
"r_tna_trimmed[praeradiolites.subtoucasi,pocn_temp_scaled]",-0.0025900618691154353,1.452117384881932,-2.9303057580771017,2.929631450494747
"r_tna_trimmed[lapeirousia.laskarevi,pocn_temp_scaled]",0.019006271695961044,1.4942295506821444,-2.7821496822818697,2.724922974365303
"r_tna_trimmed[lapeirousia.plana,pocn_temp_scaled]",-0.041272465531742186,1.4164124410644554,-3.192388373918165,2.7395057005506174
"r_tna_trimmed[lapeirousia.zitteli,pocn_temp_scaled]",0.03583890325142534,1.4224358396920747,-2.7445406730301154,3.176340499062884
"r_tna_trimmed[vaccinites.sulcatus,pocn_temp_scaled]",-0.022228845782381382,1.503086665999906,-3.220470969383548,3.0342210455576732
"r_tna_trimmed[cucullaea.thevestensis,pocn_temp_scaled]",-0.03196555384186089,1.459122790747296,-2.9634508490886247,2.707710038798284
"r_tna_trimmed[indogrammatodon.vancouverensis,pocn_temp_scaled]",0.014992757623485701,1.4367839946168375,-2.8409837587940467,2.9655515388617966
"r_tna_trimmed[callistalox.fragilis,pocn_temp_scaled]",-0.009682861054303245,1.4894637394881753,-3.075783298424547,3.0153655711516154
"r_tna_trimmed[lyriochlamys.traskii,pocn_temp_scaled]",0.01719945914035653,1.4520952721011038,-2.909378217308678,2.9820005610051226
"r_tna_trimmed[clisocolus.dubius,pocn_temp_scaled]",-0.016458641449008764,1.45502968290367,-2.8997011726589497,2.9454296177891357
"r_tna_trimmed[crassatella.mercedensis,pocn_temp_scaled]",-0.004253850954329446,1.436301733405153,-2.8302693009288924,2.8331338887790842
"r_tna_trimmed[crassatella.conradiana,pocn_temp_scaled]",-0.024636928333727975,1.412623040586657,-2.942977867260777,2.649403506853204
"r_tna_trimmed[pholadomya.diegoensis,pocn_temp_scaled]",-0.006575899120667604,1.4722588726217742,-2.919783300079481,2.945946039558967
"r_tna_trimmed[acila.princeps,pocn_temp_scaled]",-0.02499320524264449,1.4191877680539258,-2.842610764261578,2.887649117623942
"r_tna_trimmed[oscillopha.figari,pocn_temp_scaled]",-0.005668297864093182,1.4032498492722616,-2.808755068249884,2.867629211223861
"r_tna_trimmed[agerostrea.rouxi,pocn_temp_scaled]",0.0014817831952287982,1.435788527064661,-2.9251645441709453,3.036162271522717
"r_tna_trimmed[ambigostrea.tripolitana,pocn_temp_scaled]",-0.008273588845540853,1.3649472346677667,-2.9623344236495406,2.779796122952006
"r_tna_trimmed[liostrea.prima,pocn_temp_scaled]",0.009123559183086967,1.4275274406209213,-2.8795970281087553,3.077124866296366
"r_tna_trimmed[calva.bowersiana,pocn_temp_scaled]",0.04640136914025056,1.4028567226808486,-2.729462118162113,3.0033247012510267
"r_tna_trimmed[inoceramus.pembertoni,pocn_temp_scaled]",-0.005662675773484364,1.5077201169528054,-3.1645298573719547,2.9759638042408865
"r_tna_trimmed[inoceramus.whitneyi,pocn_temp_scaled]",0.02138938485295475,1.4466742747329127,-2.9457423998668277,2.907300323122116
"r_tna_trimmed[cymbophora.popenoei,pocn_temp_scaled]",0.03680132751655005,1.4424569291462324,-2.947979006927117,3.103920141531036
"r_tna_trimmed[pholadomya.subelongata,pocn_temp_scaled]",-0.024798787721368374,1.4635226423649896,-2.9368681356221047,2.776131044845727
"r_tna_trimmed[nucula.solitaria,pocn_temp_scaled]",-0.053416163560730805,1.4638384767390453,-3.1771839120841223,2.823812615999291
"r_tna_trimmed[clisocolus.cordatus,pocn_temp_scaled]",8.452918565829482e-4,1.4644394183990286,-2.9642072572334657,2.8716007811051916
"r_tna_trimmed[nemodon.vancouverensis,pocn_temp_scaled]",-0.003597205073319095,1.4197118315106145,-2.917502340807891,3.050188011841055
"r_tna_trimmed[jilinoconcha.songhuaensis,pocn_temp_scaled]",0.009744163911154973,1.47765117836016,-2.99664014934992,2.9449946292202385
"r_tna_trimmed[plicatounio.hunanensis,pocn_temp_scaled]",-0.013679373811813802,1.3770205179191202,-2.9175138326108323,2.9676037699922406
"r_tna_trimmed[baidunoconcha.fuyuensis,pocn_temp_scaled]",-0.010933907526048803,1.473995246122998,-2.9698221652911103,2.948430939002918
"r_tna_trimmed[lucina.colusaensis,pocn_temp_scaled]",0.010618591991850434,1.4079556236922544,-2.8188678061809207,2.915061467266166
"r_tna_trimmed[nymphalucina.panochensis,pocn_temp_scaled]",-0.007351662903296324,1.3783454178701484,-2.9280179913539697,2.9159493368232017
"r_tna_trimmed[idonearca.deatsvillensis,pocn_temp_scaled]",0.02007625706814296,1.4678452304298253,-2.848725221696471,3.000454480480044
"r_tna_trimmed[trigonia.castrovillensis,pocn_temp_scaled]",0.0036404827853136483,1.4218747422803497,-2.8146173267067685,3.0354842162028204
"r_tna_trimmed[pterotrigonia.evansana,pocn_temp_scaled]",0.003544440007772221,1.4024184530569026,-2.7822211706125657,2.9101477752147464
"r_tna_trimmed[cymbophora.gabbiana,pocn_temp_scaled]",0.009612552967545365,1.4800493143552362,-2.966109154482202,2.9877682190421764
"r_tna_trimmed[pachycardium.coronaensis,pocn_temp_scaled]",-0.013627856651258721,1.485979763685161,-2.965966317751803,2.897579356180175
"r_tna_trimmed[nicaisolopha.nicaisei,pocn_temp_scaled]",0.013104459749370427,1.4039226091309023,-2.782466545691112,2.9296669790126164
"r_tna_trimmed[astarte.awensis,pocn_temp_scaled]",-0.007740154736103206,1.4121517252180933,-2.889452509371699,2.9339736388716124
"r_tna_trimmed[inoceramus.coxi,pocn_temp_scaled]",-0.0027009765039834807,1.4088612628211645,-2.771226958103349,2.979201159725393
"r_tna_trimmed[venericardia.crossensis,pocn_temp_scaled]",0.0076218029890140985,1.4997157055019423,-2.8055773910093507,3.0722150210294306
"r_tna_trimmed[agelasina.plenodonta,pocn_temp_scaled]",0.010090279800760129,1.4730874299565329,-2.8774644513720347,3.061579463790977
"r_tna_trimmed[aphrodina.andersoni,pocn_temp_scaled]",-0.006310963119487352,1.4655438094228481,-3.087900373970294,2.8663911533839874
"r_tna_trimmed[costagyra.olisiponensis,pocn_temp_scaled]",-0.010648973809056498,1.4324895369941995,-2.9811702689543105,3.0063964490956656
"r_tna_trimmed[cymbophora.ashburnerii,pocn_temp_scaled]",-0.028306060975034047,1.3877417130962661,-2.901974176790074,2.7248873642224347
"r_tna_trimmed[cucullaea.calabaza,pocn_temp_scaled]",-0.00534464837082625,1.4268731531360492,-2.9643451724597107,2.8877327713536842
"r_tna_trimmed[parallelodon.bremneri,pocn_temp_scaled]",0.004509970750134553,1.4431239948982677,-2.925415008514514,2.9242220190724355
"r_tna_trimmed[lima.appressa,pocn_temp_scaled]",0.048091953825875784,1.4934994568445863,-2.8460113227847983,3.178682752781733
"r_tna_trimmed[mytilus.pauperculus,pocn_temp_scaled]",-0.01820406103832449,1.4004944819469773,-2.968736566459674,2.7130945905369157
"r_tna_trimmed[remondia.shastensis,pocn_temp_scaled]",-0.02392389353707942,1.4629219647036293,-3.0245009463705714,3.0039769783184287
"r_tna_trimmed[yaadia.leana,pocn_temp_scaled]",-0.013644626466130851,1.4046771304315049,-2.874465622056125,2.904332826617484
"r_tna_trimmed[trigonia.inezana,pocn_temp_scaled]",-0.0072277210346858535,1.4679190163911977,-2.9538185060618636,2.853119212464629
"r_tna_trimmed[calva.taffi,pocn_temp_scaled]",-0.00976197137895222,1.4218336392696636,-2.8722308269980443,2.8717162876384217
"r_tna_trimmed[inoceramus.subundatus,pocn_temp_scaled]",0.007163892397571673,1.4507335768241025,-3.039654983563526,3.092985026371615
"r_tna_trimmed[trigonia.churchi,pocn_temp_scaled]",0.0368724104778288,1.4959848884596718,-2.8314652637483446,3.0280125600628525
"r_tna_trimmed[laluzia.peruviana,pocn_temp_scaled]",-0.006256805003886223,1.3960980495289894,-2.8032865772237887,2.8472671337657522
"r_tna_trimmed[calva.marina,pocn_temp_scaled]",-0.00800798206669254,1.4459280887942372,-2.937907449825397,2.8938765925004266
"r_tna_trimmed[calva.baptisia,pocn_temp_scaled]",-0.01490547459065622,1.4551529454262089,-2.9911483300639876,2.874626980220329
"r_tna_trimmed[calva.crassa,pocn_temp_scaled]",0.019847522955681724,1.421560864294964,-2.997221178005835,3.050641801888997
"r_tna_trimmed[caryocorbula.lomana,pocn_temp_scaled]",0.019273241199458387,1.474988373163933,-2.7878970926091733,2.98388918835854
"r_tna_trimmed[eoursivivas.cultriformis,pocn_temp_scaled]",-0.003338795738245948,1.4365814159767183,-2.9240129735004126,2.9094853172340756
"r_tna_trimmed[xenomytilus.fons,pocn_temp_scaled]",0.022412848299236912,1.4034403862589389,-2.7240205873302643,2.9585820343392886
"r_tna_trimmed[loxo.quintense,pocn_temp_scaled]",0.01985501474345973,1.453022956767339,-2.8565169674877238,3.127206142514082
"r_tna_trimmed[astarte.subnana,pocn_temp_scaled]",0.042707927687181776,1.4250861223457838,-2.753822413522556,3.1080231995407672
"r_tna_trimmed[leda.scutula,pocn_temp_scaled]",0.007845108711109909,1.4730374901064012,-2.9798780742044264,2.945560338441325
"r_tna_trimmed[crassatella.bosquetiana,pocn_temp_scaled]",0.01990370631908125,1.4106195183926515,-2.856198599797227,2.8825513570745263
"r_tna_trimmed[roudairia.squiresi,pocn_temp_scaled]",-0.0014171589263039918,1.450039036864921,-2.937067654520874,2.9471423538439625
prior_Intercept,-0.0287962900018486,4.581438592531882,-7.736628326563431,7.678297145901023
prior_sd_fml,2.768796874975003,3.2024450845852295,0.09430421421589348,10.629033959251991
prior_cor_fml,-0.006281304497862386,0.5755321693998344,-0.9480472188799889,0.9479098299249838
prior_sd_tna_trimmed,2.736102525064172,2.97712558044418,0.08738575514909709,10.454760753712874
prior_cor_tna_trimmed,0.0057967117112742795,0.579762163919669,-0.9539178344682866,0.9494689816462967
lprior,-16.337728857431106,2.8785210552437284,-23.234460153924026,-12.268341141952703
lp__,-1047.7028934748162,19.14629273955788,-1086.5472064554042,-1010.7170043005169
